,questionType,asin,question,answerType,answer
9789,yes/no,B00FB5R4SA,can i copy copywrited dvds onto hard drive. then later copy them onto a blank dvd to watch on a dvd player/tv (I have permission to copy them),?,Yes. If they are copy protected. Nero will prevent you from copying them. If they are not (and you have permission) you will be able to copy them. The best way to find out if they are copy protected is to attempt to copy them.
9790,yes/no,B00FB5R4SA,does nero 2014 rip audio discs to mp3 format?,?,"Yes so does windows media centre and iTunes which is a free download. I have used Nero for years and am disappointed in ver 14, ver 10 was better. Recode has less useful functionality and Video is less flexible than before and actually more buggy. I'm not buying again."
9791,yes/no,B00FB5R4SA,"Does this play Bluray movie Disks as is on does it need a ""player"" software. I am looking for a cheap player of BD's",?,"Hello! I bought this Nero2014 for the very same reason. Out of the box, I was able to play Blu-Ray movies, however, after a software update, this ability was stripped away! I contacted Nero, and after much delayed email support, they emailed me diagnostics software to run. The diagnostic software created a file to email back to them for troubleshooting. They responded back to me that my graphics card is no longer supported. I have an HP Envy 27"" that I bought in April 2014, with both an integrated Intel graphics card and NVIDIA graphics card. The system automatically switches based on graphics need. Externally, I have an Optiarc (Sony, the inventor of Blu-Ray) BD-RW drive connected via USB."
9792,open-ended,B00FB5R4L2,I would like to copy a dvd of a TV series to another dvd. I want to eliminate the stops between the episodes so that the disc plays continuously.,,This software will not rip or copy any commercial DVD.
9793,yes/no,B00FB5R4L2,"what i want to do is to download a movie from my thumbdrive in avi or mkv formats, then use the program to make it into a normal dvd. Can it do that?",?,"Hello, I work for Nero and saw your question about Nero 2014 Platinum. Good news: Nero 2014 Platinum is exactly the product you need for converting your movies from avi, mkv, or other formats and burning them onto a DVD that can be played back in any DVD player. Simply start the application Nero Video, select ""DVD"" -&gt; ""DVD-Video"", then add your avi or mkv files to the compilation, enter an empty DVD media to your recorder drive, start the burning process, that's it. Thanks and best regards, Eduardo Vento"
9794,open-ended,B00FB5R4L2,why does nero 2014 platnium only find one of my two blu ray recorders? both drives are shown in the file mgr. &amp; in device mgr both working properly,,"It does not matter if both devices show up. Nero only recognizes one of the devices. The primary one. IF you try to contact Nero they will charge you tech support, and it is not cheap."
9795,yes/no,B00FB5R4L2,I am concerned about the AVG Toolbar problem some have reported. Is that a simple matter of un-checking the AVG box at installation? Thanks.,?,I installed off the disc that came in the box and it didn't install AVG and I didn't see any option to select or deselect it during install so maybe it's just a problem if you don't use the disc and download the installer from the Nero website?
9796,open-ended,B00FB5R4L2,Can anyone tell me if they enjoyed using the software to watch movies or if they found this software to only be enjoyable for burning.,,Hi Terry&gt; Yes Nero Blue-ray Player which is included w/ Nero 2014 Platinum works perfectly well for viewing both regular DVD's & commercial Blue-ray movies viewing! If you don't like the Nero Blue-ray Player you could also use either ArcSoft TotalMedia Theatre 6 or PowerDVD 13 Ultra et cetera as all these do work well on both Windows 7 as well as on Windows 8.1 (x64). As for Windows Server 2012 R2 do rather use PowerDVD 13 Ultra as the others are not compatible w/ it!
9797,open-ended,B00FB5R4L2,How is this for burning Blu-Rays to back up your computer on Windows 7? I have a 12x NEC UBS-3.0 blu-ray burner and want to burn non-coasters.Thanks.,,"Hello John Barry, I work for Nero and saw your question about burning Blu-ray discs with your NEC recorder drive. Nero 2014 Platinum fully supports your recorder drive. Feel free to download and test our free trial version first in order to find out if the program fully fits your purposes. http://www.nero.com/eng/products/nero/free-trial-download.php Thanks and best regards, Eduardo"
9798,yes/no,B00FB5R4L2,Can this software use country's language more?,?,"I'm not sure exactly what you are asking but you can go into the Nero ControlCenter, then under ""Language"" you can uncheck ""use system language for determining language"" and then below that select the language you desire in the drop down menu."
9799,yes/no,B00FB5R4L2,Does this software support Desktop Blu-Ray Players,?,I returned by software due to its inability to run on Windows 7 OS with all the features advertised.
9800,open-ended,B00FB5R4L2,Does it work to rip and convert regular dvds that you bought from a store or just dics that you made yourself?,,It will only work on non-copyrighted movies. Store DVDs/BDs typically have copyrights and/or DRM that will block you from copying. You would need additional software to remove the copyright/DRM from the DVD to be able to copy it (something like AnyDVD). The legality of it is questionable. I hope this helps :-)
9801,yes/no,B00FB5R4L2,Will this thing capture You Tube videos?,?,"I have not been able to do it with Nero 2014. ,but you can download Youtube Videos and a lot of other sites with a Free program called Freemake Video Downloader here: http://www.freemake.com/free_video_downloader/"
9802,open-ended,B00FEO2HUI,How much different is this than the Sage product? I used to be an Act! user from the first issues to 2005. 2005 was a disaster and Amazon reviews have been mostly negative since that time. I use Maximizer Entrepreneur now but they are moving everything...,,"Hello, each year they have added new features with new releases. As an ACT! Consultant I believe Act! is in better hands with Swiftpage than Sage with future development of the product. We do Act! Demos and can give you a 30 Day Trial of the software. If you would like to Contact Best Business Strategies we can provide these for you. Email Solutions@BestBusinessStrategies.net for more information."
9803,open-ended,B00FEO2HUI,I am going from Windows 7 to 8,,"I am using ACT! at my office one of the computers has windows 7 and one has Windows 8.1. It works on both systems and they are able to synchronize with each other. So yes, it does work on Windows 8."
9804,yes/no,B00FEO2HUI,I used Act on my old computer. Now I have a new one (laptop) Is this ACT compatible with any computer?,Y,I used it on my laptop and it's fine.
9805,yes/no,B00FEO2HUI,will this product work with skype?,?,"After using Act! for a few months now, I have grown to hate it. It's slow, cumbersome and it no longer syncs with MS Outlook (it did when I first got it). I recommend you try something else. I think Act! is a dinosaur about ready to go extinct! Online support is very poor."
9806,yes/no,B00FEO2HUI,"Do you need a prior installation of ACT for this? I dont have it installed, first time for me",N,"No you do not. It should run right out of the package. However, you will need to download several updates which are a bit time consuming."
9807,yes/no,B00FEO2HUI,Do multiple computers with this software loaded run off of the same database? Looking into this product for a small office with 3 workstations.,?,"I just bought this new version and have not installed it yet. But with all of the previous versions I have used, one computer operates as the server (unless you have an actual server, in which case of course, it opeates as the server). The other computers on the network access the database of the server/server equivalent. That way, the database and all relevant files appear the same on all computers. I believe the current version will allow you to operate three computers from the one purchase."
9808,yes/no,B00FEO2HUI,Is this a program that has to be renewed each year? I am just a single business person. Thanks.,?,This is a single user license with no expiration
9809,open-ended,B00FEO2HUI,how may licenses in this one package?,,Just one license per box.
9810,open-ended,B00FEO2HUI,"Since the first version, ACT! gets brought out and gets progressively worse! 2012 was my last upgrade! Anyone know how Swiftpage is handling ACT!?",,I have the same problem
9811,open-ended,B00FEO2HUI,"when you purchase the item, how many licenses do you get...I read 3 but is that correct? Also, is this version compatible with Mac and remote?",,"The purchase does give you 3 licenses so you can put it on your desktop, laptop and one other computer. They do NOT synchronize (you need a network version for that which is much more expensive), but at least you can move your work back and forth when you travel or are out of the office which is what I do. I don't know about Mac compatability, but I don't think this version works thru the cloud, at least not without some additional expensive software that may be from a 3rd party vendor. I looked into it at one point and decided against it (don't remember the details). Hope that helps!"
9812,yes/no,B00FFINOWS,Is form 1040 schedule c (profit or loss from small business) included in the deluxe turbo tax?,?,"Yes it is, but no 1099's which my wife buys separately. The Schedule C we use allows you to put in separate entries. We do not use the Q & A system."
9813,yes/no,B00FFINOWS,Is state filing included without extra charge?,?,"One state return is included, but California will charge $20 to file digitally. I don't know if other states have similar charges."
9814,open-ended,B00FFINOWS,"Can I download the 2013 version again after I've deleted it from my PC? In other words, if I'm audited, do I have to buy a second 2013 version?",,"Amazon allows you to re-download the software in the future. By the way, TurboTax also allows you to print your return as a PDF so you won't have to re-print your return in the future."
9815,open-ended,B00FFINOWS,What is the quantity of downloads for this software?,,"Amazon allows you to download the software as often as necessary. However, you must still abide by the license agreement. Bob Meighan, VP TurboTax"
9816,yes/no,B00FFINOWS,is this suitable for windows 8.1?,Y,Yes. I ran it on 8.1
9817,open-ended,B00FFINOWS,"Can I complete a Schedule C on this version? Just income, expenses and section 179 depreciation?",,"Yes, it has schedule C - it has everything you need and guides you every step of the way"
9818,open-ended,B00FFINOWS,"After purchasing the cd, I realized that my new laptop has no cd drive. Can I copy the cd onto a thumb drive or any suggestions so I don't pay twice?",,"Sure can and that is one of the easies ways to install where you don't have a CD drive. Bob Meighan, VP TurboTax"
9819,yes/no,B00FFINOWS,"I have a laptop windows 8, is there a problem with downloading?",Y,TuboTax works fine with Windows 7 home version. I've never had any compatibility problems for eight years. Here's a link that may be of help: https://ttlc.intuit.com/questions/1899861-turbotax-online-system-requirements-for-tax-year-2013
9820,yes/no,B00FFINOWS,does Turbo-Tax Deluxe have provision for oil &amp; gas Royaly income,?,"It has a rent and royalty section, so I believe it does."
9821,yes/no,B00FFINOWS,Can I efile 2013 taxes?,Y,Yes
9822,open-ended,B00FFINUJK,how many federal income tax returns can be e-filed with this product?,,The IRS imposes a limit of 5 federal efiled returns with any consumer software tax prep software.
9823,yes/no,B00FFINUJK,I need to file my 2013 taxes. Is this the correct version for 2013?,Y,"Yes, if you have a home based business and you might work elsewhere also. If your just now filing your 2013 taxes you are past the extension deadline. Expect some fees, fines, interest from the IRS if you owe money. Good luck with your taxes, remember to file by April 15th, 2015 or file for an extension for your 2014 taxes."
9824,yes/no,B00FFINUJK,is this the right one for llc and multi partners?,N,No it is not. It's the next one for partnerships
9825,yes/no,B00FFINUJK,Is the mac/pc download any different than the pc version?,?,Since I do not have a MAC I cannot honestly answer this question. I have used Turbo Tax for many years and have not had any problems. I am a retired Tax Accountant and please understand it does help knowing or having knowledge as to many of the questions that some people cannot answer. It does not take long to figure the program out. Hope this helps. Shelley S
9826,yes/no,B00FFINUJK,Can I use this for my 2014 taxes?,?,I had a problem with my return last year and there is no way you can get help from Turbo Tax. You have to go on line and ask people who are using it and they don't know the answer 90% of the time. It sucks!
9827,yes/no,B00FFINUJK,can I import quicken data to this?,Y,Yes.
9828,yes/no,B00FFINUJK,will this work with QuickBooks 2011,Y,Yes. They are both created by Intuit.
9829,yes/no,B00FFINUJK,"CPA did 2013 taxes, can I buy this to amend it?",Y,Yes. All you have to do is get your tax info and enter into the appropriate places. It will ask if this is for amending or regular filing and yes click on amend. I reccomend this to everyone. The only time I ever had a problem with my taxes is when I hired a CPA. Its easy to use.
9830,yes/no,B00FFINUJK,is this the right one for S Corporation with one officer?,?,"I cannot say for sure. I am a sole proprietor in my consulting business. It worked very well for me and there are features for inventory and business expenses that are not common in my case. I think an S corp is still taxed at an individual rate, so it should work."
9831,yes/no,B00FFINUJK,does this include free federal efile?,Y,Yes... You pay for the state efile though...
9832,yes/no,B00FFIO0NA,Does this version handle rental property depreciation?,Y,Yes it does. We always use it for that reason.
9833,open-ended,B00FFIO0NA,What happens if download gets interrupted or is corrupted? Can I download again?,,"You need to ask Intuit (Turbo Tax) people about that. I have downloaded via internet the last several years and never had such a problem, so do not know the answer."
9834,yes/no,B00FFIO0NA,Is this software compatible with windows 8.1?,Y,"Yes. I installed the product in Windows 7, then upgraded to win 8.1. The TurboTax continued to function exactly the same after the operating system update."
9835,yes/no,B00FFIO0NA,Will the download work on a HP Split with windows 8.1?,?,"I'm not sure what ""split"" means but I downloaded TTPremier onto my HP laptop with Windows 8 operating system. Last week I updated to Windows 8.1 The meat of my program works fine, but the ""Questions"" on the right side does not work...I have been unable to get an answer to this anomaly."
9836,open-ended,B00FFIO0NA,system requirements?,,https://turbotax.intuit.com/personal-taxes/cd-download/system-requirements_thickbox.jsp?TB_iframe=true Pretty much any 21st century computer with a little but of HD space
9837,yes/no,B00FFIO0NA,Does the download install with Windows 8?,Y,Yes
9838,open-ended,B00FFIO0NA,Premier PC download version can still download Fed's to 5 PC and free Fed efile and state's to one PC? Why don't just indicate these clearly?,,"While that is true, with the investments and other issues I have, to me it was not important. I use only 1 pc and do my personal tax submittal as an individual. I have a;so found TTax a better qualified with their questions than CPAs at less cost. By just answering the questions that arise during preparation, my results are good and have veen for many years."
9839,yes/no,B00FFIO0NA,The purchased CD allows you to do up to 5 tax returns. Does the download also allow multiple tax returns?,Y,Yes it does. I did four separate returns this year and I did five last year.
9840,yes/no,B00FFIO0NA,Does it handle the sale of a home that I lived in?,?,I did not use this years version for the sale of a home but I had used in in 2009 for the sale and purchase of a home in two different states with no problem.
9841,yes/no,B00FFIO0NA,"Will the ""Premier"" version extract previous data from last year's ""Home &amp; Business"" version? (retired this year)",?,"I'm sure it will. I think I did the same thing when I retired, and it didn't even blink. It looks for the *.tax2013 file on your hard drive, and works from that. By the way, I also use Quicken for all my record keeping and that imports into TT as well. That and being able to download all of my investment data from the financial institution makes the amount of typing I have to do pretty minimal. But I'm sure you've found that out, as well as that you have to go back and double check everything line by line."
9842,yes/no,B00FFINXBU,Will this work with MAC's new Maverick iOS?,?,Works without problems for me also.
9843,open-ended,B00FFINXBU,how does it work for mac users? can you do forms 1065s (K-1s)?,,"I'm a Mac user and I am very satisfied. I've been using the Mac version of TurboTax for years and never had a problem. I have never had to use the form you reference, but I believe TurboTax gives you access to ALL tax forms."
9844,yes/no,B00FFINXBU,Can it do a 1041 form?,?,"I think so, when I clicked on 1041, it says I need schedules K-1 from your partnership, S corporation, or estate/trust and your Q form from your REMIC? They have great customer assistance so if this doesn't answer your question maybe call them."
9845,yes/no,B00FFINXBU,Will this work on a MAC operating system 10.6.8 ? Thanks,Y,"Presuming you're asking about the 2014 edition - if you scroll down on the product page, you will see a grey box with System Requirements - Mac OS 10.7.5 or later."
9846,yes/no,B00FFINXBU,Will the download work on Mac 10.6.8 operating system?,Y,Yes. I have a that macbook too. I have purchases turbo tax twice. It keeps a file on the computer for the next years taxes making updating previous years tax information unnecessary.
9847,yes/no,B00FFINXBU,can I download it for my iPad?,N,No. But you can download it for iPad from the Apple App Store. Or you can do it online via the web. Copy this link into address bar: https://turbotax.intuit.com/personal-taxes/ipad.jsp Better hurry. : )
9848,open-ended,B00FFINXBU,"I can see that this is TurboTax 2013 but does that mean that it was published in 2013, or that it is for Tax Year 2013? In other words, is this old?",,It's for 2013 and contains the most recent updates. I don't know how old it is but I have used this for years.
9849,yes/no,B00FFINXBU,is this for version for tax year 2013 income to be filed now April 2014?,Y,"Yes! And once you download, it will provide all the updates you need"
9850,open-ended,B00FFINXBU,32 BIT MAC,,Does Amazon actually send the customer a disc of the program or are they just selling a download?
9851,open-ended,B00FFINXBU,Anyone else find a problem with the calculated deduction for SEP IRA?,,No.
9852,yes/no,B00FFIO4AO,can I do 2 state returns ?,?,"you can, but you have to pay for the second state. That's from personal experience this year."
9853,open-ended,B00FFIO4AO,Is there a maximum refund amount for the 10% Amazon bonus offer? and is there an expiration date for the gift card?,,"There is no expiration on the gift card. The maximum amount is $2000 per card and $10,000 per customer."
9854,yes/no,B00FFIO4AO,does it support osx mavericks,Y,yes
9855,yes/no,B00FFIO4AO,Can you download previous year info from h &amp; r block.,Y,"Yes, but it will transfer only your basic information."
9856,yes/no,B00FFINICE,Do you have to pay additional to file state taxes?,?,"Yes, this version does NOT include a state. See the other version that includes state."
9857,yes/no,B00FFINICE,Does this comment mean that the state tax filing is not included?,Y,"Correct. State is another $39, purchased with in the software."
9858,open-ended,B00FFINICE,for small business?,,"We have a small business and it has the forms and capability needed to file for partnerships and sole proprietor, etc, it just doesnt have all the canned questions you may need asked. What we did it use a tax accountant the first year to have them identify and be sure all the forms we needed were completed, then from that point on you can use this version as its simple to transfer year to year the needed forms and fill them out properly."
9859,open-ended,B00FFINICE,if i have a t1 which quicken do i need?,,I gave up on Quicken long ago.
9860,yes/no,B00FFINICE,Does this version import personal info from a prior year's TAX20xx file? Some reviewers' comments report trouble doing that.,?,Mine imported information process was flawless.
9861,yes/no,B00FFINICE,Does Deluxe version auto-fill all forms required to support K-1 partnership forms? H&amp;R Block requires manual manipulation and override,?,I'm not sure about that specific form but it auto fills the common ones
9862,yes/no,B00FFINICE,Does this handle schedule c ez?,Y,"Yes, it does."
9863,yes/no,B00FFINICE,can this version process a return filing 1098-T?,Y,Yes it can!
9864,yes/no,B00FFINICE,The online version for Deluxe does not include form 1040 Schedule D (Stock/Bond sales) this year! Does the desktop version still have it?,?,I downloaded it online. I do not know.
9865,open-ended,B00FFINICE,how do you get part of your return in an amazon gift card?,,Get turbo tax
9866,open-ended,B00FFINRG6,PC/MAC download - do I have to buy two downloads? Or will be able to download to MAC also? I do not want to buy a CD,,"No, you just buy either Pc or MAC. (the price is the same). I just downloaded it using Firefox as Safari didn't work well. I also don't have a CD drive anymore, but this worked just fine. Hope this helps."
9867,open-ended,B00FFINRG6,Does anyone know what the extra charge is to e-file state (for Illinois specifically)?,,"Efiling a state return using the TurboTax desktop software is $19.99. There is no charge for NY electronic filing. Bob Meighan, VP TurboTax"
9868,yes/no,B00FFINRG6,Will this work on an iPad?,N,No
9869,open-ended,B00FFINRG6,If I download the turbo tax on my mac will I be able to do more than one tax return?,,Yes
9870,open-ended,B00FFINRG6,OK so let me get this straight if i purchase this turbo tax for $49.99 that will be all i pay? As in no more hidden fees with this one?,,You will still have to pay an additional fee to e-file your state taxes.
9871,yes/no,B00FFINRG6,Does the software work for Indiana state taxes,?,It does. You can download one from a complete list of US states.
9872,open-ended,B00FFINRG6,dows it work with yosemite?,,"As long as you get the Mac OS version, yes, of course it does!"
9873,yes/no,B00FFINRG6,Can I import my prior tax return to Turbo Tax for Mac if it was done on a PC?,Y,Yes Turbo Tax saves in a format that will cross platforms perfectly.
9874,yes/no,B00FFINRG6,Does this version include Form 8949 to file along with Schedule D? Please answer only if you've looked for Form 8949 in your installed Turbotax Deluxe,Y,"I just looked at my copy and found form 8949. I can't open it because I didn't use it but there is an option that states ""Forms(s) 8949 are created automatically, based on schedule D input."". So I'd say that the form is available in this version."
9875,open-ended,B00FFINRG6,Horrible experience with e-filing! checked state to download for 1 of 5 returns and now can't get rid of state for Washington state residents,,"Maybe try uninstalling and reinstalling the software? It's a simple but often effective solution for some glitches. If that doesn't work, I'd contact TurboTax directly."
9876,yes/no,B00FFIMBOA,Does TurboTax Basic cover schedule C?,?,"Sole proprietor - yes. Corporation, partnership, or multi-member LLC - no."
9877,open-ended,B00FFIMBOA,So I can't use TurboTax basic if I have rental income to declare? I'll download TaxAct for free instead. I know I can claim rental income with that .,,"You can enter rental income. Within the income page is a line as I recall for rental income. In any case, rental income is ordinary income and there are ways to enter depreciation if needed. I used Turbo Tax Basic when I ran my one person IT business and it accommodated everything I needed, including depreciation. Prior to IT, I worked in a ""tax oriented"" or ""tax avoidance"" environment and am familiar with various income tax strategies and I believe that TurboTax is a full blown tax app. The higher priced versions add help, but are unnecessary if you pay attention to the income categories on the ""wages & income"" page."
9878,open-ended,B00FFIMBOA,Is this a CD or is it downloaded directly to the computer?,,It is downloaded directly to your computer.
9879,yes/no,B00FFIMBOA,Does Turbo Tax Basic lets you open your 2013 return?,N,No not unless you used turbo tax in 2013
9880,yes/no,B00FFIMBOA,does this software include state,N,No
9881,open-ended,B00FFIMBOA,if i purchase turbo tax basic can i purchase my state download also,,Yes
9882,yes/no,B00FFIMBOA,does if provide for oil and gas lease payments,N,I do not know.
9883,yes/no,B00FFIMBOA,does this include state filing?,?,"I'm pretty sure it does, but we don't have state income tax in my state, so I did not use it to file state tax. It seems like I remember seeing that option, though I wouldn't want to steer you wrong."
9884,open-ended,B00FFIMBOA,can I download this to my samsung tablet or is it only for PC,,PC only...
9885,yes/no,B00FFIMBOA,can I import 1099's,?,NOT TO MY KNOWLEDGE
9886,open-ended,B00FFU8PDO,I have an older version. If I buy this will it automatically transfer all my personally input recipes?,,"Yes! Here's a link that explains how. There's even a video. http://support.mastercook.com/entries/22017556-Transferring-Recipes-and-Files-from-a-Previous-Version If for some reason the link won't post here, go to Mastercook (dot com) and look under support. Also, while there, check out the new web import so you can download recipes right off the web."
9887,yes/no,B00FFU8PDO,Can you input from an earlier version of Master Cook,Y,"yes, I have copied my cookbook from a previous version, no problem."
9888,yes/no,B00FFU8PDO,"Have downloaded the mastercook 7 on new computer but can not transfer the ""my cookbook"" files into it. Help.",?,"visit this community: The Wonders of new MasterCook 14 at http://community.cookinglight.com/archive/index.php/t-153395.html Thought it's for version 14, there are 2 great ladies there that can probably help you out, one of whom is a MasterCook support person."
9889,yes/no,B00FFU8PDO,Does this program create a shopping list based on recipes you choose to make in a week?,Y,Yes
9890,yes/no,B00FFU8PDO,Will this work on a mac laptop?,?,Not unless you are running it in Windows mode.
9891,yes/no,B00FFU8PDO,Can I import recipes I still have only in old MealMaster format?,?,"I believe that you can, read here for more information on this http://support.mastercook.com/entries/23044272-Different-Methods-of-Importing-Recipes-into-MasterCook"
9892,yes/no,B00FFU8PDO,Can one scan in recipes? My mother has a stack torn from magazines she uses; i am needing a software that supports a scan feature,?,"I have not personally tried this with Mastercook 14, but I was able to scan and save a text file using previous versions of Mastercook. I scanned, copied and pasted the text file into Mastercook using the Import Assistant feature. If I remember right this worked okay. I had to carefully review each recipe as the scanner did not always accurately scan fractions well. You can not directly scan a recipe using Mastercook. You will have to use a scanner and its software to accomplish the task. See: http://mc6help.tripod.com/ImportAssistant.htm I have not found a recipe program that automatically scans and saves recipes. I have found Mastercook to be the best for importing recipes as it uses Import Assistant or Mastercook Import with MC 14. Another bonus is the ability to spell check recipes before saving them. Hope this helps."
9893,yes/no,B00FFU8PDO,"If I purchase version 14 today, do I receive upgrade rights to the new version when released ?",?,Version 15 will not be out until the end of March or the first of April. I would recommend you check with mastercook.com support and ask them if about an update for 15 if you purchase 14 first. I wish I could tell you more but that is all I know but I do not believe Amazon would give you a free update. Hope this helps.
9894,open-ended,B00FFU8PDO,Can you print an index list of recipes by category? I never could figure out how to do this (or if it was even possible) in version11.,,"Yes, you can. It works the same in versions 5-14. Open your cookbook. Select Print/Publish Cookbook from the File menu. In the Print window that appears in the lower left add a checkmark to include Category Index. Remove the checkmark to include Recipes. Now print."
9895,yes/no,B00FFU8PDO,Can it work with Dragon Naturally Speaking?,?,My version 9 does; so I expect version 14 would.
9896,open-ended,B00FFZXQLK,Does this software come with a disk? If not can I buy it?,,"I am not certain. They offer the download option from their site. Because I wanted an actual disc, I ended up buying the package from Amazon (fully expecting a disc to be inside the box). What I received was a very attractive box..very much what you'd expect to see in a retail store. Looked great. When I opened the box, all I found was a SINGLE piece of paper...nothing else. The paper gave me the address of the site I should log onto, a telephone number to call in case there were problems with installation, and a Product Key Code. That was IT. I was pretty pissed off about the whole thing because I could have saved myself the extra steps of online purchase of the box by simply downloading the software in the first place. My anger was over the fact that I wasn't made aware of this upfront, and wasted days waiting for my ""software"" to arrive. That said, I have had no complaints about the product itself. I bought the version that is ""life time"" for the PC you install it on. In fact, I bought it a second time to install on a second PC. They also give you rights to re-install on a second PC in case you install it on a PC that shortly craps out. It's not intended to be installed on 2 PCs intended to run concurrently-- you'd need a second license for that. I've had no problems with the program...am actually happy with it. Just wish I had known I wouldn't be getting a disc. Could have just downloaded it the night I placed my order with Amazon. One thing...and this is awesome...these folks have incredible..and FREE..customer service and tech support. I kept one of their techs on the phone for 3 hours one night going over what I thought was a problem. Turned out to be a misunderstanding on my part (not a problem with the program). This guy was friendly, and hung in there all the way through. A real trooper and a kind soul. I don't know if a version is available that actually comes with a disc. Having used the product for about a year, turns out I didn't need the disc anyway---I can always download the program as often as needed from their site and use the code they provided (HANG ON TO THAT CODE). I am VERY happy with this product. Switched to it from the Norton stuff I had used for the past 8 years. I really like this product, and hope this information has been helpful. Joe R."
9897,yes/no,B00FFZXQLK,I have an Apple Imac PC .. will this work ?,?,"Sorry, I don't have an Imac,,Hence, I don't know. BTW; I discontinued Vipre before the 30 days money back offer expired..I took a trial 30 days with a security ESET/NOD32..And, purchased it $59.95/1 year license.,,Recommended by a tech person in the business..I found this much more thorough..You can call ESET and ask if your Imac works with their protocol..I imagine ir will. But check .."
9898,open-ended,B00FFZXQLK,how many computers those it protect,,One code but protects 2pc
9899,open-ended,B00FFZXQLK,Can I download product after purchase or do I have to wait for the box to arrive?,,YOu can download and use 30 day trial then when key gets there just enter as in paper.
9900,open-ended,B00FFZXQLK,Do I need to renew this protection again or no? It is a lifetime protection.,,No
9901,open-ended,B00FFZXQLK,it says that it protects one pc? why does it protect 2?,,"It must be installed on both to be effective. Pkg contains no disc, etc. only a code that is proof of purchase. From that ,you download the vipre you bought, I like it... Be careful to find the real vipre website......."
9902,open-ended,B00FFZXQLK,"That's life time protection, no strings attached?",,"AS it says ""no strings attached""!"
9903,yes/no,B00FFZXQLK,Am I correct that: 1. This can actually be used on 2 PC. 2. What is the cost to add it to a new PC if I buy a new one to replace a computer?,?,The lifetime is only good for the computer you install it on. You must buy a new package for a new computer.
9904,yes/no,B00FFZXQLK,Does one get a disc (media) with the purchase of Vipre?,N,"no, not anymore"
9905,open-ended,B00FFZXQLK,"Can this package be linked to additional devices for their protection, or do I need to purchase additional full-price packages for each?",,alone time for answer but you will have to buy a 10pc license. You can also use on android devices.
9906,open-ended,B00FFZY17I,how many samples and loops,,"I haven't used it yet, but I think it includes a lot of clips you can drag and drop. I know Music Maker by MAGIX also has a lot of clips (samples and loops) included, and you can also purchase different ""Sound Pools"" from MAGIX, which include even more."
9907,yes/no,B00FFZY17I,I am a beginner at audio editing and need to clip together hundreds of short cuts for an audiobook. Would this be a user-friendly program for that?,?,"Hi yes it can be done on the Music Studio or on any of the Music Makers, which you can also do any videos that you wanted to add audio to I have been using Music Studio since 1990s they're really great ."
9908,yes/no,B00FFZY17I,can you use this program with magix music maker 2014 premium?,Y,Yes
9909,open-ended,B00FFZY17I,Is there a drum generator or anything of the sort? Something that allows me to create a drum loop without having to actually record my kit?,,Yes there are midi drum kits with the program as well as a drum generator. If you are familiar with the midi process and how to record in midi you can create loops with any of the available kits on the program. You will also have use the piano roll in the midi edit tab of the docker to create your loops. Most of the instructions are in the PDF manual that comes with the program. There are also youtube videos on how to create midi drum loops. Hope this helps.
9910,yes/no,B00FFZY17I,Can I use this software with a TASCAM US-1800 interface.,Y,Yes
9911,yes/no,B00FFZY17I,"Has anyone used both MixCraft and this software and make a comparison? Since they are in the same price range, I gues they are competing",Y,I have used both. I personally find Music Studio to be better. I ended up uninstalling Mixcraft all together. Music Studio is logically laid out and easy to use. If you know anything about DAWs that is... I also use Reaper from time to time but I always end up coming back to Samplitude Music Studio. I still run the old version 12 deluxe on my studio PC and those projects export flawlessly to the 2014 version. Great piece of software for the price... watch for sales and you can get it even cheaper for better value!
9912,yes/no,B00FFZY17I,"i want to record my voice as a s peach or lecture, then editing and adding music as background, is this the suitable to get excellent product ?",?,"This program will function to your needs. I know people whom spend a lot of money on DAW software, and expect professional results. The true aspect is what you need and the price you will pay. Samplitude Music Studio is competitive and produces great results....pending on the users experience."
9913,yes/no,B00FFZY17I,"i want to record my voice as a s peach or lecture, then editing and adding music as background, is this the suitable to get excellent product ?",?,Great product. You will record and edit voice on one track and add music on another. You can then export the product in most any file type you wish from .wav to .mp3
9914,yes/no,B00FFZY17I,Does the product come with a microphone?,N,"No. It's just the software for your PC, so you can record it on your PC. You'll need a minimum small mixer or a USB Microphone."
9915,open-ended,B00FFZXTWG,"Since there is no disc in the package, what happens if I have to reformat my computer and I need to reinstall all my programs?",,I'd call Vipre's customer support for the answer and do it before you have a problem. You should have a backup cd or DVD which would have Vipre's on it but you will need the number for your copy of Vipre's. When you call Vipre's see if you can purchase a DVD.
9916,open-ended,B00FFZXTWG,"Do you need additional protection like the internet security version, or does this one handle all threats?",,"Hi, I still use a different program for malware, ""Malwarebyte"". Right now, Amazon has a better deal on the Internet Security version which includes a few more bells and whistles. Lifetime for $39.99. Here's the link, http://www.amazon.com/VIPRE-Internet-Security-2014-PC/dp/B00FFZXQLK/ref=pd_cp_sw_0 Good Luck"
9917,yes/no,B00FFZXTWG,can be used on cell phone and laptop????????????,Y,It can be used on a laptop but as far as I know it can't be used on a cell phone
9918,yes/no,B00FFZXTWG,does it remove viruses on the computer?,Y,"Yes, it does remove viruses."
